Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2020M08;6.362
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2020M07;7.083
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2020M06;503
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2020M05;.
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2020M04;0
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2020M03;116
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2020M02;9
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2020M01;.
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M12;19
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M11;49
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M10;1.695
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M09;12.321
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M08;28.587
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M07;27.971
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M06;10.332
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M05;6.001
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M04;3.825
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M03;567
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M02;.
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2019M01;.
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M12;.
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M11;.
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M10;1.287
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M09;10.950
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M08;30.645
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M07;19.373
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M06;10.410
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M05;5.487
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M04;2.352
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M03;164
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M02;0
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2018M01;0
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M12;.
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M11;.
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M10;759
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M09;11.426
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M08;29.061
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M07;20.146
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M06;6.772
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M05;4.143
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M04;3.753
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M03;185
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M02;55
Total Nacional;06 Cantabria;Viajero;Residentes en el Extranjero;2017M01;0
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M10;27.715
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M09;202.168
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M08;561.727
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M07;547.705
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M06;197.340
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M05;143.846
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M04;73.509
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M03;62.834
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M02;1.360
Total Nacional;06 Cantabria;Pernoctaciones;Total;2024M01;1.266
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M12;1.078
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M11;1.471
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M10;40.498
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M09;207.887
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M08;445.800
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M07;390.702
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M06;193.123
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M05;109.777
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M04;147.388
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M03;24.879
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M02;1.467
Total Nacional;06 Cantabria;Pernoctaciones;Total;2023M01;1.034
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M12;917
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M11;2.031
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M10;25.799
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M09;194.324
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M08;441.067
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M07;376.481
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M06;182.596
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M05;95.875
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M04;90.749
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M03;3.270
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M02;1.232
Total Nacional;06 Cantabria;Pernoctaciones;Total;2022M01;1.361
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M12;.
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M11;1.241
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M10;15.427
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M09;144.000
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M08;360.095
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M07;315.072
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M06;143.150
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M05;21.698
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M04;8.046
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M03;.
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M02;.
Total Nacional;06 Cantabria;Pernoctaciones;Total;2021M01;.
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M12;.
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M11;260
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M10;6.766
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M09;95.205
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M08;473.651
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M07;339.375
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M06;36.172
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M05;.
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M04;0
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M03;347
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M02;857
Total Nacional;06 Cantabria;Pernoctaciones;Total;2020M01;.
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M12;510
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M11;2.966
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M10;32.206
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M09;164.975
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M08;497.842
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M07;395.707
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M06;155.920
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M05;88.970
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M04;97.108
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M03;6.986
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M02;.
Total Nacional;06 Cantabria;Pernoctaciones;Total;2019M01;.
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M12;587
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M11;4.562
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M10;18.708
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M09;139.194
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M08;486.191
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M07;332.859
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M06;126.527
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M05;87.814
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M04;79.735
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M03;15.007
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M02;334
Total Nacional;06 Cantabria;Pernoctaciones;Total;2018M01;134
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M12;219
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M11;4.329
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M10;14.224
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M09;123.688
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M08;477.348
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M07;341.994
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M06;140.494
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M05;82.932
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M04;96.940
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M03;8.298
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M02;674
Total Nacional;06 Cantabria;Pernoctaciones;Total;2017M01;228
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M10;21.590
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M09;150.561
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M08;441.374
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M07;424.609
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M06;159.987
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M05;97.576
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M04;60.839
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M03;53.372
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M02;870
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2024M01;754
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M12;847
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M11;993
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M10;25.288
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M09;148.641
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M08;358.588
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M07;312.731
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M06;152.172
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M05;84.320
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M04;128.185
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M03;22.745
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M02;983
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2023M01;821
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M12;700
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M11;1.308
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M10;14.890
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M09;153.127
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M08;350.983
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M07;301.731
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M06;144.516
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M05;82.692
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M04;75.868
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M03;2.329
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M02;810
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2022M01;1.106
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M12;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M11;1.165
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M10;7.338
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M09;120.035
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M08;314.639
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M07;283.676
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M06;135.979
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M05;19.952
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M04;6.965
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M03;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M02;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2021M01;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M12;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M11;260
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M10;6.561
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M09;92.012
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M08;452.021
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M07;318.402
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M06;34.465
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M05;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M04;0
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M03;218
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M02;848
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2020M01;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M12;471
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M11;2.836
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M10;27.711
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M09;132.764
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M08;387.731
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M07;310.007
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M06;122.594
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M05;75.804
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M04;87.079
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M03;5.523
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M02;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2019M01;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M12;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M11;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M10;15.752
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M09;108.204
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M08;383.503
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M07;259.597
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M06;96.322
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M05;75.344
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M04;74.578
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M03;14.627
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M02;334
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2018M01;134
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M12;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M11;.
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M10;12.513
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M09;100.426
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M08;383.271
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M07;279.117
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M06;121.327
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M05;72.904
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M04;84.214
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M03;7.751
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M02;604
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en España;2017M01;228
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M10;6.125
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M09;51.608
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M08;120.353
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M07;123.095
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M06;37.353
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M05;46.270
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M04;12.670
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M03;9.461
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M02;490
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2024M01;512
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M12;231
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M11;478
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M10;15.210
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M09;59.246
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M08;87.212
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M07;77.971
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M06;40.951
Total Nacional;06 Cantabria;Pernoctaciones;Residentes en el Extranjero;2023M05;25.457
