Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;;Viajero;Total;Residentes en España;2011M02;80.935
Total Nacional;;Viajero;Total;Residentes en España;2011M01;59.260
Total Nacional;;Viajero;Total;Residentes en España;2010M12;85.102
Total Nacional;;Viajero;Total;Residentes en España;2010M11;74.745
Total Nacional;;Viajero;Total;Residentes en España;2010M10;184.854
Total Nacional;;Viajero;Total;Residentes en España;2010M09;339.788
Total Nacional;;Viajero;Total;Residentes en España;2010M08;1.165.474
Total Nacional;;Viajero;Total;Residentes en España;2010M07;897.041
Total Nacional;;Viajero;Total;Residentes en España;2010M06;480.070
Total Nacional;;Viajero;Total;Residentes en España;2010M05;305.170
Total Nacional;;Viajero;Total;Residentes en España;2010M04;332.885
Total Nacional;;Viajero;Total;Residentes en España;2010M03;158.224
Total Nacional;;Viajero;Total;Residentes en España;2010M02;70.093
Total Nacional;;Viajero;Total;Residentes en España;2010M01;58.144
Total Nacional;;Viajero;Total;Residentes en España;2009M12;84.948
Total Nacional;;Viajero;Total;Residentes en España;2009M11;85.164
Total Nacional;;Viajero;Total;Residentes en España;2009M10;192.590
Total Nacional;;Viajero;Total;Residentes en España;2009M09;353.426
Total Nacional;;Viajero;Total;Residentes en España;2009M08;1.171.449
Total Nacional;;Viajero;Total;Residentes en España;2009M07;892.606
Total Nacional;;Viajero;Total;Residentes en España;2009M06;483.972
Total Nacional;;Viajero;Total;Residentes en España;2009M05;319.182
Total Nacional;;Viajero;Total;Residentes en España;2009M04;361.748
Total Nacional;;Viajero;Total;Residentes en España;2009M03;145.463
Total Nacional;;Viajero;Total;Residentes en España;2009M02;82.247
Total Nacional;;Viajero;Total;Residentes en España;2009M01;61.626
Total Nacional;;Viajero;Total;Residentes en España;2008M12;89.720
Total Nacional;;Viajero;Total;Residentes en España;2008M11;93.660
Total Nacional;;Viajero;Total;Residentes en España;2008M10;151.670
Total Nacional;;Viajero;Total;Residentes en España;2008M09;346.687
Total Nacional;;Viajero;Total;Residentes en España;2008M08;1.209.348
Total Nacional;;Viajero;Total;Residentes en España;2008M07;858.443
Total Nacional;;Viajero;Total;Residentes en España;2008M06;489.605
Total Nacional;;Viajero;Total;Residentes en España;2008M05;293.385
Total Nacional;;Viajero;Total;Residentes en España;2008M04;225.033
Total Nacional;;Viajero;Total;Residentes en España;2008M03;282.555
Total Nacional;;Viajero;Total;Residentes en España;2008M02;94.379
Total Nacional;;Viajero;Total;Residentes en España;2008M01;64.089
Total Nacional;;Viajero;Total;Residentes en España;2007M12;97.068
Total Nacional;;Viajero;Total;Residentes en España;2007M11;116.868
Total Nacional;;Viajero;Total;Residentes en España;2007M10;173.625
Total Nacional;;Viajero;Total;Residentes en España;2007M09;360.652
Total Nacional;;Viajero;Total;Residentes en España;2007M08;1.186.710
Total Nacional;;Viajero;Total;Residentes en España;2007M07;892.759
Total Nacional;;Viajero;Total;Residentes en España;2007M06;522.511
Total Nacional;;Viajero;Total;Residentes en España;2007M05;278.516
Total Nacional;;Viajero;Total;Residentes en España;2007M04;412.865
Total Nacional;;Viajero;Total;Residentes en España;2007M03;157.941
Total Nacional;;Viajero;Total;Residentes en España;2007M02;85.088
Total Nacional;;Viajero;Total;Residentes en España;2007M01;61.547
Total Nacional;;Viajero;Total;Residentes en España;2006M12;117.391
Total Nacional;;Viajero;Total;Residentes en España;2006M11;97.910
Total Nacional;;Viajero;Total;Residentes en España;2006M10;167.014
Total Nacional;;Viajero;Total;Residentes en España;2006M09;374.145
Total Nacional;;Viajero;Total;Residentes en España;2006M08;1.194.813
Total Nacional;;Viajero;Total;Residentes en España;2006M07;986.822
Total Nacional;;Viajero;Total;Residentes en España;2006M06;517.780
Total Nacional;;Viajero;Total;Residentes en España;2006M05;295.309
Total Nacional;;Viajero;Total;Residentes en España;2006M04;466.252
Total Nacional;;Viajero;Total;Residentes en España;2006M03;131.249
Total Nacional;;Viajero;Total;Residentes en España;2006M02;85.344
Total Nacional;;Viajero;Total;Residentes en España;2006M01;65.346
Total Nacional;;Viajero;Total;Residentes en España;2005M12;88.972
Total Nacional;;Viajero;Total;Residentes en España;2005M11;88.926
Total Nacional;;Viajero;Total;Residentes en España;2005M10;171.122
Total Nacional;;Viajero;Total;Residentes en España;2005M09;373.759
Total Nacional;;Viajero;Total;Residentes en España;2005M08;1.298.465
Total Nacional;;Viajero;Total;Residentes en España;2005M07;1.019.819
Total Nacional;;Viajero;Total;Residentes en España;2005M06;494.639
Total Nacional;;Viajero;Total;Residentes en España;2005M05;317.087
Total Nacional;;Viajero;Total;Residentes en España;2005M04;256.875
Total Nacional;;Viajero;Total;Residentes en España;2005M03;235.675
Total Nacional;;Viajero;Total;Residentes en España;2005M02;77.505
Total Nacional;;Viajero;Total;Residentes en España;2005M01;68.505
Total Nacional;;Viajero;Total;Residentes en España;2004M12;87.666
Total Nacional;;Viajero;Total;Residentes en España;2004M11;91.781
Total Nacional;;Viajero;Total;Residentes en España;2004M10;177.535
Total Nacional;;Viajero;Total;Residentes en España;2004M09;368.749
Total Nacional;;Viajero;Total;Residentes en España;2004M08;1.335.698
Total Nacional;;Viajero;Total;Residentes en España;2004M07;956.370
Total Nacional;;Viajero;Total;Residentes en España;2004M06;509.493
Total Nacional;;Viajero;Total;Residentes en España;2004M05;291.088
Total Nacional;;Viajero;Total;Residentes en España;2004M04;397.065
Total Nacional;;Viajero;Total;Residentes en España;2004M03;126.576
Total Nacional;;Viajero;Total;Residentes en España;2004M02;90.444
Total Nacional;;Viajero;Total;Residentes en España;2004M01;80.800
Total Nacional;;Viajero;Total;Residentes en España;2003M12;87.949
Total Nacional;;Viajero;Total;Residentes en España;2003M11;98.504
Total Nacional;;Viajero;Total;Residentes en España;2003M10;136.215
Total Nacional;;Viajero;Total;Residentes en España;2003M09;387.022
Total Nacional;;Viajero;Total;Residentes en España;2003M08;1.425.511
Total Nacional;;Viajero;Total;Residentes en España;2003M07;965.477
Total Nacional;;Viajero;Total;Residentes en España;2003M06;543.731
Total Nacional;;Viajero;Total;Residentes en España;2003M05;351.459
Total Nacional;;Viajero;Total;Residentes en España;2003M04;414.615
Total Nacional;;Viajero;Total;Residentes en España;2003M03;112.965
Total Nacional;;Viajero;Total;Residentes en España;2003M02;82.996
Total Nacional;;Viajero;Total;Residentes en España;2003M01;63.364
Total Nacional;;Viajero;Total;Residentes en España;2002M12;79.420
Total Nacional;;Viajero;Total;Residentes en España;2002M11;89.219
Total Nacional;;Viajero;Total;Residentes en España;2002M10;135.967
Total Nacional;;Viajero;Total;Residentes en España;2002M09;304.160
Total Nacional;;Viajero;Total;Residentes en España;2002M08;1.097.595
Total Nacional;;Viajero;Total;Residentes en España;2002M07;867.984
Total Nacional;;Viajero;Total;Residentes en España;2002M06;450.097
Total Nacional;;Viajero;Total;Residentes en España;2002M05;252.902
Total Nacional;;Viajero;Total;Residentes en España;2002M04;196.527
Total Nacional;;Viajero;Total;Residentes en España;2002M03;261.632
Total Nacional;;Viajero;Total;Residentes en España;2002M02;70.004
Total Nacional;;Viajero;Total;Residentes en España;2002M01;52.384
Total Nacional;;Viajero;Total;Residentes en España;2001M12;68.947
Total Nacional;;Viajero;Total;Residentes en España;2001M11;75.238
Total Nacional;;Viajero;Total;Residentes en España;2001M10;136.708
Total Nacional;;Viajero;Total;Residentes en España;2001M09;311.699
Total Nacional;;Viajero;Total;Residentes en España;2001M08;1.250.138
Total Nacional;;Viajero;Total;Residentes en España;2001M07;889.789
Total Nacional;;Viajero;Total;Residentes en España;2001M06;438.896
Total Nacional;;Viajero;Total;Residentes en España;2001M05;238.999
Total Nacional;;Viajero;Total;Residentes en España;2001M04;467.397
Total Nacional;;Viajero;Total;Residentes en España;2001M03;110.411
Total Nacional;;Viajero;Total;Residentes en España;2001M02;66.248
Total Nacional;;Viajero;Total;Residentes en España;2001M01;49.975
Total Nacional;;Viajero;Total;Residentes en España;2000M12;80.344
Total Nacional;;Viajero;Total;Residentes en España;2000M11;61.470
Total Nacional;;Viajero;Total;Residentes en España;2000M10;123.943
Total Nacional;;Viajero;Total;Residentes en España;2000M09;323.227
Total Nacional;;Viajero;Total;Residentes en España;2000M08;1.160.795
Total Nacional;;Viajero;Total;Residentes en España;2000M07;877.093
Total Nacional;;Viajero;Total;Residentes en España;2000M06;333.863
Total Nacional;;Viajero;Total;Residentes en España;2000M05;208.408
Total Nacional;;Viajero;Total;Residentes en España;2000M04;350.774
Total Nacional;;Viajero;Total;Residentes en España;2000M03;103.675
Total Nacional;;Viajero;Total;Residentes en España;2000M02;69.694
Total Nacional;;Viajero;Total;Residentes en España;2000M01;42.943
Total Nacional;;Viajero;Total;Residentes en España;1999M12;55.238
Total Nacional;;Viajero;Total;Residentes en España;1999M11;55.814
Total Nacional;;Viajero;Total;Residentes en España;1999M10;124.818
Total Nacional;;Viajero;Total;Residentes en España;1999M09;277.859
Total Nacional;;Viajero;Total;Residentes en España;1999M08;1.126.936
Total Nacional;;Viajero;Total;Residentes en España;1999M07;791.664
Total Nacional;;Viajero;Total;Residentes en España;1999M06;347.140
Total Nacional;;Viajero;Total;Residentes en España;1999M05;214.407
Total Nacional;;Viajero;Total;Residentes en España;1999M04;273.482
Total Nacional;;Viajero;Total;Residentes en España;1999M03;121.539
Total Nacional;;Viajero;Total;Residentes en España;1999M02;55.390
Total Nacional;;Viajero;Total;Residentes en España;1999M01;41.191
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2025M02;113.534
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2025M01;112.382
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M12;90.084
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M11;110.172
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M10;301.593
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M09;488.357
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M08;704.379
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M07;674.670
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M06;374.433
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M05;443.146
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M04;321.483
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M03;206.686
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M02;114.417
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2024M01;106.834
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M12;88.642
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M11;107.234
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M10;243.401
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M09;428.794
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M08;659.954
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M07;629.305
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M06;344.231
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M05;366.257
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M04;297.371
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M03;145.392
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M02;98.887
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2023M01;98.725
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M12;72.196
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M11;90.352
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M10;212.977
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M09;360.231
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M08;629.086
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M07;597.796
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M06;328.617
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M05;280.026
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M04;218.963
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M03;115.664
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M02;85.724
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2022M01;77.925
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M12;63.792
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M11;78.875
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M10;174.451
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M09;245.333
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M08;363.259
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M07;283.266
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M06;94.740
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M05;50.753
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M04;26.993
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M03;17.335
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M02;8.889
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2021M01;13.210
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M12;11.505
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M11;.
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M10;35.044
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M09;53.648
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M08;133.152
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M07;167.071
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M06;16.392
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M05;.
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M04;0
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M03;40.511
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M02;78.845
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2020M01;68.085
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M12;55.995
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M11;70.074
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M10;169.350
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M09;318.763
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M08;627.784
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M07;526.857
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M06;321.396
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M05;278.033
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M04;188.030
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M03;106.332
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M02;62.298
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2019M01;59.148
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M12;50.715
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M11;56.522
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M10;158.367
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M09;296.474
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M08;610.906
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M07;554.821
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M06;297.489
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M05;259.165
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M04;177.694
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M03;108.455
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M02;61.863
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2018M01;55.538
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M12;44.462
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M11;54.974
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M10;138.969
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M09;314.272
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M08;619.659
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M07;575.500
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M06;285.528
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M05;231.584
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M04;188.079
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M03;87.906
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M02;56.117
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2017M01;56.989
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M12;44.275
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M11;52.310
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M10;128.844
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M09;268.576
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M08;631.102
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M07;550.975
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M06;255.657
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M05;207.847
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M04;160.819
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M03;102.570
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M02;57.047
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2016M01;55.265
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2015M12;40.000
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2015M11;47.661
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2015M10;113.833
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2015M09;229.351
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2015M08;574.243
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2015M07;504.692
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2015M06;215.320
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2015M05;214.245
Total Nacional;;Viajero;Total;Residentes en el Extranjero;2015M04;139.192
