Totales Territoriales;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;16 País Vasco;2021M02;5,37
Total Nacional;16 País Vasco;2021M01;5,48
Total Nacional;16 País Vasco;2020M12;5,54
Total Nacional;16 País Vasco;2020M11;6,69
Total Nacional;16 País Vasco;2020M10;2,85
Total Nacional;16 País Vasco;2020M09;3,72
Total Nacional;16 País Vasco;2020M08;3,82
Total Nacional;16 País Vasco;2020M07;3,21
Total Nacional;16 País Vasco;2020M06;2,95
Total Nacional;16 País Vasco;2020M05;3,82
Total Nacional;16 País Vasco;2020M04;0
Total Nacional;16 País Vasco;2020M03;3,13
Total Nacional;16 País Vasco;2020M02;2,1
Total Nacional;16 País Vasco;2020M01;2,34
Total Nacional;16 País Vasco;2019M12;2,82
Total Nacional;16 País Vasco;2019M11;2,75
Total Nacional;16 País Vasco;2019M10;2,51
Total Nacional;16 País Vasco;2019M09;2,76
Total Nacional;16 País Vasco;2019M08;3,53
Total Nacional;16 País Vasco;2019M07;2,97
Total Nacional;16 País Vasco;2019M06;2,51
Total Nacional;16 País Vasco;2019M05;2,29
Total Nacional;16 País Vasco;2019M04;2,27
Total Nacional;16 País Vasco;2019M03;2,07
Total Nacional;16 País Vasco;2019M02;2,95
Total Nacional;16 País Vasco;2019M01;4,06
Total Nacional;16 País Vasco;2018M12;3,54
Total Nacional;16 País Vasco;2018M11;2,52
Total Nacional;16 País Vasco;2018M10;2,16
Total Nacional;16 País Vasco;2018M09;2,16
Total Nacional;16 País Vasco;2018M08;3,01
Total Nacional;16 País Vasco;2018M07;2,97
Total Nacional;16 País Vasco;2018M06;2,38
Total Nacional;16 País Vasco;2018M05;2,12
Total Nacional;16 País Vasco;2018M04;2,17
Total Nacional;16 País Vasco;2018M03;2,26
Total Nacional;16 País Vasco;2018M02;2,9
Total Nacional;16 País Vasco;2018M01;3,15
Total Nacional;16 País Vasco;2017M12;2,67
Total Nacional;16 País Vasco;2017M11;2,92
Total Nacional;16 País Vasco;2017M10;2,08
Total Nacional;16 País Vasco;2017M09;2,15
Total Nacional;16 País Vasco;2017M08;3,09
Total Nacional;16 País Vasco;2017M07;2,9
Total Nacional;16 País Vasco;2017M06;2,18
Total Nacional;16 País Vasco;2017M05;2,01
Total Nacional;16 País Vasco;2017M04;2,16
Total Nacional;16 País Vasco;2017M03;2,15
Total Nacional;16 País Vasco;2017M02;2,62
Total Nacional;16 País Vasco;2017M01;3,04
Total Nacional;16 País Vasco;2016M12;2,54
Total Nacional;16 País Vasco;2016M11;2,36
Total Nacional;16 País Vasco;2016M10;2,05
Total Nacional;16 País Vasco;2016M09;2,24
Total Nacional;16 País Vasco;2016M08;3,17
Total Nacional;16 País Vasco;2016M07;2,88
Total Nacional;16 País Vasco;2016M06;2,43
Total Nacional;16 País Vasco;2016M05;2,05
Total Nacional;16 País Vasco;2016M04;2,29
Total Nacional;16 País Vasco;2016M03;2,63
Total Nacional;16 País Vasco;2016M02;2,31
Total Nacional;16 País Vasco;2016M01;2,65
Total Nacional;16 País Vasco;2015M12;2,97
Total Nacional;16 País Vasco;2015M11;2,2
Total Nacional;16 País Vasco;2015M10;2,09
Total Nacional;16 País Vasco;2015M09;2,54
Total Nacional;16 País Vasco;2015M08;3,27
Total Nacional;16 País Vasco;2015M07;2,95
Total Nacional;16 País Vasco;2015M06;2,47
Total Nacional;16 País Vasco;2015M05;2,42
Total Nacional;16 País Vasco;2015M04;2,43
Total Nacional;16 País Vasco;2015M03;2,36
Total Nacional;16 País Vasco;2015M02;2,9
Total Nacional;16 País Vasco;2015M01;3,05
Total Nacional;16 País Vasco;2014M12;2,86
Total Nacional;16 País Vasco;2014M11;2,31
Total Nacional;16 País Vasco;2014M10;2,2
Total Nacional;16 País Vasco;2014M09;2,33
Total Nacional;16 País Vasco;2014M08;3,47
Total Nacional;16 País Vasco;2014M07;3,19
Total Nacional;16 País Vasco;2014M06;2,43
Total Nacional;16 País Vasco;2014M05;2,43
Total Nacional;16 País Vasco;2014M04;2,61
Total Nacional;16 País Vasco;2014M03;2,23
Total Nacional;16 País Vasco;2014M02;2,53
Total Nacional;16 País Vasco;2014M01;2,8
Total Nacional;16 País Vasco;2013M12;3,24
Total Nacional;16 País Vasco;2013M11;2,44
Total Nacional;16 País Vasco;2013M10;2,41
Total Nacional;16 País Vasco;2013M09;2,36
Total Nacional;16 País Vasco;2013M08;3,4
Total Nacional;16 País Vasco;2013M07;3,05
Total Nacional;16 País Vasco;2013M06;2,38
Total Nacional;16 País Vasco;2013M05;2,24
Total Nacional;16 País Vasco;2013M04;2,25
Total Nacional;16 País Vasco;2013M03;2,44
Total Nacional;16 País Vasco;2013M02;2,44
Total Nacional;16 País Vasco;2013M01;3,51
Total Nacional;16 País Vasco;2012M12;3,61
Total Nacional;16 País Vasco;2012M11;2,83
Total Nacional;16 País Vasco;2012M10;2,36
Total Nacional;16 País Vasco;2012M09;2,3
Total Nacional;16 País Vasco;2012M08;3,42
Total Nacional;16 País Vasco;2012M07;3,05
Total Nacional;16 País Vasco;2012M06;2,37
Total Nacional;16 País Vasco;2012M05;2,43
Total Nacional;16 País Vasco;2012M04;2,66
Total Nacional;16 País Vasco;2012M03;1,97
Total Nacional;16 País Vasco;2012M02;2,08
Total Nacional;16 País Vasco;2012M01;3,1
Total Nacional;16 País Vasco;2011M12;2,9
Total Nacional;16 País Vasco;2011M11;2,65
Total Nacional;16 País Vasco;2011M10;2,25
Total Nacional;16 País Vasco;2011M09;2,48
Total Nacional;16 País Vasco;2011M08;3,07
Total Nacional;16 País Vasco;2011M07;2,83
Total Nacional;16 País Vasco;2011M06;2,51
Total Nacional;16 País Vasco;2011M05;2,44
Total Nacional;16 País Vasco;2011M04;2,67
Total Nacional;16 País Vasco;2011M03;1,96
Total Nacional;16 País Vasco;2011M02;2,14
Total Nacional;16 País Vasco;2011M01;2,13
Total Nacional;16 País Vasco;2010M12;2,94
Total Nacional;16 País Vasco;2010M11;2,62
Total Nacional;16 País Vasco;2010M10;2,44
Total Nacional;16 País Vasco;2010M09;2,29
Total Nacional;16 País Vasco;2010M08;2,92
Total Nacional;16 País Vasco;2010M07;2,9
Total Nacional;16 País Vasco;2010M06;2,11
Total Nacional;16 País Vasco;2010M05;2,03
Total Nacional;16 País Vasco;2010M04;2,6
Total Nacional;16 País Vasco;2010M03;2,3
Total Nacional;16 País Vasco;2010M02;2,05
Total Nacional;16 País Vasco;2010M01;2,18
Total Nacional;16 País Vasco;2009M12;2,44
Total Nacional;16 País Vasco;2009M11;2,05
Total Nacional;16 País Vasco;2009M10;2,22
Total Nacional;16 País Vasco;2009M09;2,35
Total Nacional;16 País Vasco;2009M08;2,91
Total Nacional;16 País Vasco;2009M07;2,82
Total Nacional;16 País Vasco;2009M06;2,54
Total Nacional;16 País Vasco;2009M05;1,98
Total Nacional;16 País Vasco;2009M04;2,28
Total Nacional;16 País Vasco;2009M03;2,37
Total Nacional;16 País Vasco;2009M02;2,19
Total Nacional;16 País Vasco;2009M01;2,14
Total Nacional;16 País Vasco;2008M12;2,48
Total Nacional;16 País Vasco;2008M11;2,52
Total Nacional;16 País Vasco;2008M10;2,27
Total Nacional;16 País Vasco;2008M09;2,19
Total Nacional;16 País Vasco;2008M08;3,1
Total Nacional;16 País Vasco;2008M07;2,87
Total Nacional;16 País Vasco;2008M06;2,23
Total Nacional;16 País Vasco;2008M05;2,2
Total Nacional;16 País Vasco;2008M04;1,94
Total Nacional;16 País Vasco;2008M03;2,31
Total Nacional;16 País Vasco;2008M02;2,09
Total Nacional;16 País Vasco;2008M01;2,37
Total Nacional;16 País Vasco;2007M12;2,37
Total Nacional;16 País Vasco;2007M11;2,41
Total Nacional;16 País Vasco;2007M10;2,17
Total Nacional;16 País Vasco;2007M09;2,21
Total Nacional;16 País Vasco;2007M08;3,16
Total Nacional;16 País Vasco;2007M07;2,86
Total Nacional;16 País Vasco;2007M06;2,43
Total Nacional;16 País Vasco;2007M05;2
Total Nacional;16 País Vasco;2007M04;2,43
Total Nacional;16 País Vasco;2007M03;1,96
Total Nacional;16 País Vasco;2007M02;2,26
Total Nacional;16 País Vasco;2007M01;2,43
Total Nacional;16 País Vasco;2006M12;3,01
Total Nacional;16 País Vasco;2006M11;2,61
Total Nacional;16 País Vasco;2006M10;2,29
Total Nacional;16 País Vasco;2006M09;2,41
Total Nacional;16 País Vasco;2006M08;3,28
Total Nacional;16 País Vasco;2006M07;2,83
Total Nacional;16 País Vasco;2006M06;2,1
Total Nacional;16 País Vasco;2006M05;2,26
Total Nacional;16 País Vasco;2006M04;2,48
Total Nacional;16 País Vasco;2006M03;2,33
Total Nacional;16 País Vasco;2006M02;2,73
Total Nacional;16 País Vasco;2006M01;2,94
Total Nacional;16 País Vasco;2005M12;2,55
Total Nacional;16 País Vasco;2005M11;2,52
Total Nacional;16 País Vasco;2005M10;2,42
Total Nacional;16 País Vasco;2005M09;2,58
Total Nacional;16 País Vasco;2005M08;2,57
Total Nacional;16 País Vasco;2005M07;2,67
Total Nacional;16 País Vasco;2005M06;2,5
Total Nacional;16 País Vasco;2005M05;2,21
Total Nacional;16 País Vasco;2005M04;2,27
Total Nacional;16 País Vasco;2005M03;2,72
Total Nacional;16 País Vasco;2005M02;2,66
Total Nacional;16 País Vasco;2005M01;2,87
Total Nacional;16 País Vasco;2004M12;2,84
Total Nacional;16 País Vasco;2004M11;2,9
Total Nacional;16 País Vasco;2004M10;2,28
Total Nacional;16 País Vasco;2004M09;2,45
Total Nacional;16 País Vasco;2004M08;3,02
Total Nacional;16 País Vasco;2004M07;2,64
Total Nacional;16 País Vasco;2004M06;2,01
Total Nacional;16 País Vasco;2004M05;2,33
Total Nacional;16 País Vasco;2004M04;2,62
Total Nacional;16 País Vasco;2004M03;2,56
Total Nacional;16 País Vasco;2004M02;2,34
Total Nacional;16 País Vasco;2004M01;2,89
Total Nacional;16 País Vasco;2003M12;2,36
Total Nacional;16 País Vasco;2003M11;2,6
Total Nacional;16 País Vasco;2003M10;2,49
Total Nacional;16 País Vasco;2003M09;2,33
Total Nacional;16 País Vasco;2003M08;3,13
Total Nacional;16 País Vasco;2003M07;2,89
Total Nacional;16 País Vasco;2003M06;2,03
Total Nacional;16 País Vasco;2003M05;1,92
Total Nacional;16 País Vasco;2003M04;2,24
Total Nacional;16 País Vasco;2003M03;1,86
Total Nacional;16 País Vasco;2003M02;1,77
Total Nacional;16 País Vasco;2003M01;1,8
Total Nacional;16 País Vasco;2002M12;2,54
Total Nacional;16 País Vasco;2002M11;1,98
Total Nacional;16 País Vasco;2002M10;2,29
Total Nacional;16 País Vasco;2002M09;2,75
Total Nacional;16 País Vasco;2002M08;3,3
Total Nacional;16 País Vasco;2002M07;3,23
Total Nacional;16 País Vasco;2002M06;1,82
Total Nacional;16 País Vasco;2002M05;1,96
Total Nacional;16 País Vasco;2002M04;2,76
Total Nacional;16 País Vasco;2002M03;2,45
Total Nacional;16 País Vasco;2002M02;2,24
Total Nacional;16 País Vasco;2002M01;3,86
Total Nacional;16 País Vasco;2001M12;3,04
Total Nacional;16 País Vasco;2001M11;2,2
Total Nacional;16 País Vasco;2001M10;2,56
Total Nacional;16 País Vasco;2001M09;2,45
Total Nacional;16 País Vasco;2001M08;3,51
Total Nacional;16 País Vasco;2001M07;3,15
Total Nacional;16 País Vasco;2001M06;1,88
Total Nacional;16 País Vasco;2001M05;1,79
Total Nacional;16 País Vasco;2001M04;2,07
Total Nacional;16 País Vasco;2001M03;1,71
Total Nacional;16 País Vasco;2001M02;2,51
Total Nacional;16 País Vasco;2001M01;2,75
Total Nacional;16 País Vasco;2000M12;2
Total Nacional;16 País Vasco;2000M11;2
Total Nacional;16 País Vasco;2000M10;2
Total Nacional;16 País Vasco;2000M09;2
Total Nacional;16 País Vasco;2000M08;3
Total Nacional;16 País Vasco;2000M07;2
Total Nacional;16 País Vasco;2000M06;2
Total Nacional;16 País Vasco;2000M05;1
Total Nacional;16 País Vasco;2000M04;2
Total Nacional;16 País Vasco;2000M03;1
Total Nacional;16 País Vasco;2000M02;1
Total Nacional;16 País Vasco;2000M01;2
Total Nacional;16 País Vasco;1999M12;2,26
Total Nacional;16 País Vasco;1999M11;2,13
Total Nacional;16 País Vasco;1999M10;2,51
Total Nacional;16 País Vasco;1999M09;2,19
Total Nacional;16 País Vasco;1999M08;3,45
Total Nacional;16 País Vasco;1999M07;2,75
Total Nacional;16 País Vasco;1999M06;2,16
Total Nacional;16 País Vasco;1999M05;1,82
Total Nacional;16 País Vasco;1999M04;3,25
Total Nacional;16 País Vasco;1999M03;2,31
Total Nacional;16 País Vasco;1999M02;5,42
Total Nacional;16 País Vasco;1999M01;1,63
Total Nacional;17 Rioja, La;2025M02;7,14
Total Nacional;17 Rioja, La;2025M01;.
Total Nacional;17 Rioja, La;2024M12;.
Total Nacional;17 Rioja, La;2024M11;2,59
Total Nacional;17 Rioja, La;2024M10;2,29
Total Nacional;17 Rioja, La;2024M09;2,83
Total Nacional;17 Rioja, La;2024M08;4,57
Total Nacional;17 Rioja, La;2024M07;4,43
Total Nacional;17 Rioja, La;2024M06;2,49
Total Nacional;17 Rioja, La;2024M05;2,53
Total Nacional;17 Rioja, La;2024M04;.
Total Nacional;17 Rioja, La;2024M03;.
Total Nacional;17 Rioja, La;2024M02;2,99
Total Nacional;17 Rioja, La;2024M01;.
Total Nacional;17 Rioja, La;2023M12;3,39
Total Nacional;17 Rioja, La;2023M11;4,28
Total Nacional;17 Rioja, La;2023M10;3,11
Total Nacional;17 Rioja, La;2023M09;3,25
Total Nacional;17 Rioja, La;2023M08;4,87
Total Nacional;17 Rioja, La;2023M07;4,42
Total Nacional;17 Rioja, La;2023M06;3,02
Total Nacional;17 Rioja, La;2023M05;3,14
Total Nacional;17 Rioja, La;2023M04;3,07
Total Nacional;17 Rioja, La;2023M03;2,46
Total Nacional;17 Rioja, La;2023M02;4,04
Total Nacional;17 Rioja, La;2023M01;4,44
Total Nacional;17 Rioja, La;2022M12;4,9
Total Nacional;17 Rioja, La;2022M11;2,74
Total Nacional;17 Rioja, La;2022M10;2,54
Total Nacional;17 Rioja, La;2022M09;3
Total Nacional;17 Rioja, La;2022M08;5
Total Nacional;17 Rioja, La;2022M07;4,75
Total Nacional;17 Rioja, La;2022M06;3,3
Total Nacional;17 Rioja, La;2022M05;2,57
Total Nacional;17 Rioja, La;2022M04;2,75
Total Nacional;17 Rioja, La;2022M03;2,83
Total Nacional;17 Rioja, La;2022M02;3,08
Total Nacional;17 Rioja, La;2022M01;3,1
Total Nacional;17 Rioja, La;2021M12;3,29
Total Nacional;17 Rioja, La;2021M11;2,58
Total Nacional;17 Rioja, La;2021M10;2,86
Total Nacional;17 Rioja, La;2021M09;3,16
Total Nacional;17 Rioja, La;2021M08;6,03
Total Nacional;17 Rioja, La;2021M07;3,65
Total Nacional;17 Rioja, La;2021M06;2,9
Total Nacional;17 Rioja, La;2021M05;2,48
Total Nacional;17 Rioja, La;2021M04;.
Total Nacional;17 Rioja, La;2021M03;2,34
Total Nacional;17 Rioja, La;2021M02;.
Total Nacional;17 Rioja, La;2021M01;.
Total Nacional;17 Rioja, La;2020M12;4,76
Total Nacional;17 Rioja, La;2020M11;.
Total Nacional;17 Rioja, La;2020M10;3,37
Total Nacional;17 Rioja, La;2020M09;3,4
Total Nacional;17 Rioja, La;2020M08;5,53
Total Nacional;17 Rioja, La;2020M07;3,92
Total Nacional;17 Rioja, La;2020M06;3,15
Total Nacional;17 Rioja, La;2020M05;.
Total Nacional;17 Rioja, La;2020M04;0
Total Nacional;17 Rioja, La;2020M03;2,3
Total Nacional;17 Rioja, La;2020M02;2,55
Total Nacional;17 Rioja, La;2020M01;2,16
Total Nacional;17 Rioja, La;2019M12;1,5
Total Nacional;17 Rioja, La;2019M11;2,49
Total Nacional;17 Rioja, La;2019M10;2,05
Total Nacional;17 Rioja, La;2019M09;2,14
Total Nacional;17 Rioja, La;2019M08;3,47
Total Nacional;17 Rioja, La;2019M07;3,12
Total Nacional;17 Rioja, La;2019M06;2,24
Total Nacional;17 Rioja, La;2019M05;2,08
Total Nacional;17 Rioja, La;2019M04;3,54
Total Nacional;17 Rioja, La;2019M03;2,44
Total Nacional;17 Rioja, La;2019M02;2,68
Total Nacional;17 Rioja, La;2019M01;2,27
Total Nacional;17 Rioja, La;2018M12;1,54
Total Nacional;17 Rioja, La;2018M11;2,39
Total Nacional;17 Rioja, La;2018M10;2,18
Total Nacional;17 Rioja, La;2018M09;2,02
Total Nacional;17 Rioja, La;2018M08;3,39
Total Nacional;17 Rioja, La;2018M07;2,86
Total Nacional;17 Rioja, La;2018M06;2,1
Total Nacional;17 Rioja, La;2018M05;1,93
Total Nacional;17 Rioja, La;2018M04;2,73
Total Nacional;17 Rioja, La;2018M03;2,69
Total Nacional;17 Rioja, La;2018M02;2,04
Total Nacional;17 Rioja, La;2018M01;2,16
Total Nacional;17 Rioja, La;2017M12;1,77
Total Nacional;17 Rioja, La;2017M11;2,05
Total Nacional;17 Rioja, La;2017M10;2,41
Total Nacional;17 Rioja, La;2017M09;1,84
Total Nacional;17 Rioja, La;2017M08;3,45
Total Nacional;17 Rioja, La;2017M07;2,75
Total Nacional;17 Rioja, La;2017M06;2,09
Total Nacional;17 Rioja, La;2017M05;2,13
Total Nacional;17 Rioja, La;2017M04;2,91
Total Nacional;17 Rioja, La;2017M03;2,31
Total Nacional;17 Rioja, La;2017M02;2,06
Total Nacional;17 Rioja, La;2017M01;2,14
Total Nacional;17 Rioja, La;2016M12;1,94
Total Nacional;17 Rioja, La;2016M11;1,99
Total Nacional;17 Rioja, La;2016M10;2,42
Total Nacional;17 Rioja, La;2016M09;1,92
Total Nacional;17 Rioja, La;2016M08;4,23
Total Nacional;17 Rioja, La;2016M07;2,96
Total Nacional;17 Rioja, La;2016M06;2,32
Total Nacional;17 Rioja, La;2016M05;2,27
Total Nacional;17 Rioja, La;2016M04;2,41
Total Nacional;17 Rioja, La;2016M03;2,78
Total Nacional;17 Rioja, La;2016M02;2,02
Total Nacional;17 Rioja, La;2016M01;2,11
Total Nacional;17 Rioja, La;2015M12;1,59
Total Nacional;17 Rioja, La;2015M11;1,92
Total Nacional;17 Rioja, La;2015M10;2,17
Total Nacional;17 Rioja, La;2015M09;1,88
Total Nacional;17 Rioja, La;2015M08;4,2
Total Nacional;17 Rioja, La;2015M07;3,01
Total Nacional;17 Rioja, La;2015M06;2,32
Total Nacional;17 Rioja, La;2015M05;2,08
Total Nacional;17 Rioja, La;2015M04;2,46
Total Nacional;17 Rioja, La;2015M03;2,13
Total Nacional;17 Rioja, La;2015M02;1,89
Total Nacional;17 Rioja, La;2015M01;2
Total Nacional;17 Rioja, La;2014M12;1,86
Total Nacional;17 Rioja, La;2014M11;1,78
Total Nacional;17 Rioja, La;2014M10;2
Total Nacional;17 Rioja, La;2014M09;2,07
Total Nacional;17 Rioja, La;2014M08;4,67
Total Nacional;17 Rioja, La;2014M07;2,89
Total Nacional;17 Rioja, La;2014M06;2,26
Total Nacional;17 Rioja, La;2014M05;2,11
Total Nacional;17 Rioja, La;2014M04;2,56
Total Nacional;17 Rioja, La;2014M03;1,94
Total Nacional;17 Rioja, La;2014M02;1,87
Total Nacional;17 Rioja, La;2014M01;2,06
Total Nacional;17 Rioja, La;2013M12;1,93
Total Nacional;17 Rioja, La;2013M11;1,93
Total Nacional;17 Rioja, La;2013M10;2,03
Total Nacional;17 Rioja, La;2013M09;1,89
Total Nacional;17 Rioja, La;2013M08;4,2
Total Nacional;17 Rioja, La;2013M07;3,74
Total Nacional;17 Rioja, La;2013M06;2,18
Total Nacional;17 Rioja, La;2013M05;1,91
Total Nacional;17 Rioja, La;2013M04;2,05
Total Nacional;17 Rioja, La;2013M03;2,29
Total Nacional;17 Rioja, La;2013M02;1,94
Total Nacional;17 Rioja, La;2013M01;1,91
Total Nacional;17 Rioja, La;2012M12;2,29
Total Nacional;17 Rioja, La;2012M11;1,98
Total Nacional;17 Rioja, La;2012M10;2,21
Total Nacional;17 Rioja, La;2012M09;1,85
Total Nacional;17 Rioja, La;2012M08;4,42
Total Nacional;17 Rioja, La;2012M07;3,68
Total Nacional;17 Rioja, La;2012M06;2,13
Total Nacional;17 Rioja, La;2012M05;1,98
Total Nacional;17 Rioja, La;2012M04;3,04
Total Nacional;17 Rioja, La;2012M03;1,84
Total Nacional;17 Rioja, La;2012M02;1,9
Total Nacional;17 Rioja, La;2012M01;1,75
Total Nacional;17 Rioja, La;2011M12;2,54
Total Nacional;17 Rioja, La;2011M11;1,82
Total Nacional;17 Rioja, La;2011M10;2,2
Total Nacional;17 Rioja, La;2011M09;1,88
Total Nacional;17 Rioja, La;2011M08;4,46
Total Nacional;17 Rioja, La;2011M07;3,53
Total Nacional;17 Rioja, La;2011M06;2,21
Total Nacional;17 Rioja, La;2011M05;1,99
Total Nacional;17 Rioja, La;2011M04;2,97
Total Nacional;17 Rioja, La;2011M03;1,91
Total Nacional;17 Rioja, La;2011M02;2,07
Total Nacional;17 Rioja, La;2011M01;2
Total Nacional;17 Rioja, La;2010M12;2,51
Total Nacional;17 Rioja, La;2010M11;1,8
Total Nacional;17 Rioja, La;2010M10;2,28
Total Nacional;17 Rioja, La;2010M09;1,96
Total Nacional;17 Rioja, La;2010M08;4,6
Total Nacional;17 Rioja, La;2010M07;3,17
Total Nacional;17 Rioja, La;2010M06;2,41
Total Nacional;17 Rioja, La;2010M05;2,04
Total Nacional;17 Rioja, La;2010M04;2,99
Total Nacional;17 Rioja, La;2010M03;1,96
Total Nacional;17 Rioja, La;2010M02;2,09
Total Nacional;17 Rioja, La;2010M01;2,37
Total Nacional;17 Rioja, La;2009M12;2,37
Total Nacional;17 Rioja, La;2009M11;2,08
Total Nacional;17 Rioja, La;2009M10;2,2
Total Nacional;17 Rioja, La;2009M09;2,06
Total Nacional;17 Rioja, La;2009M08;4,71
Total Nacional;17 Rioja, La;2009M07;2,71
Total Nacional;17 Rioja, La;2009M06;2,22
Total Nacional;17 Rioja, La;2009M05;2,09
Total Nacional;17 Rioja, La;2009M04;2,82
Total Nacional;17 Rioja, La;2009M03;2,1
Total Nacional;17 Rioja, La;2009M02;2,09
Total Nacional;17 Rioja, La;2009M01;2,4
Total Nacional;17 Rioja, La;2008M12;2,26
Total Nacional;17 Rioja, La;2008M11;2,12
Total Nacional;17 Rioja, La;2008M10;2,24
Total Nacional;17 Rioja, La;2008M09;2,18
Total Nacional;17 Rioja, La;2008M08;4,45
Total Nacional;17 Rioja, La;2008M07;2,85
Total Nacional;17 Rioja, La;2008M06;2,35
Total Nacional;17 Rioja, La;2008M05;2,34
Total Nacional;17 Rioja, La;2008M04;1,96
Total Nacional;17 Rioja, La;2008M03;3,09
Total Nacional;17 Rioja, La;2008M02;2,11
Total Nacional;17 Rioja, La;2008M01;2,49
Total Nacional;17 Rioja, La;2007M12;2,75
Total Nacional;17 Rioja, La;2007M11;2,68
Total Nacional;17 Rioja, La;2007M10;2,42
Total Nacional;17 Rioja, La;2007M09;2,24
