Comunidades y Ciudades Autónomas;Concepto turístico;RESIDENCIA/ORIGEN;Periodo;Total
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2020M03;150
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2020M02;.
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2020M01;234
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M12;121
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M11;348
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M10;2.269
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M09;5.489
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M08;11.996
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M07;7.079
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M06;4.606
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M05;4.118
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M04;2.041
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M03;1.100
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M02;334
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2019M01;275
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M12;.
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M11;.
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M10;2.106
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M09;6.074
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M08;9.727
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M07;6.905
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M06;4.724
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M05;3.985
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M04;2.092
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M03;650
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M02;300
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2018M01;197
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M12;119
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M11;617
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M10;2.371
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M09;6.766
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M08;11.656
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M07;10.116
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M06;4.966
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M05;4.899
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M04;2.230
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M03;570
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M02;411
15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2017M01;254
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2023M02;6.870
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2023M01;6.648
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M12;3.348
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M11;11.658
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M10;52.332
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M09;72.913
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M08;204.013
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M07;148.322
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M06;85.546
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M05;60.567
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M04;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M03;18.984
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M02;4.567
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2022M01;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M12;3.485
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M11;10.626
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M10;56.990
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M09;72.903
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M08;201.307
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M07;146.226
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M06;63.863
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M05;36.936
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M04;31.910
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M03;15.722
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M02;6.102
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2021M01;1.305
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M12;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M11;4.202
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M10;21.408
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M09;48.452
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M08;161.393
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M07;112.110
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M06;33.027
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M05;6.413
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M04;0
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M03;4.307
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M02;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2020M01;5.430
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M12;5.713
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M11;7.599
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M10;27.392
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M09;49.421
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M08;183.382
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M07;101.384
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M06;52.256
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M05;31.104
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M04;42.332
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M03;21.590
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M02;10.452
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2019M01;7.398
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M12;8.253
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M11;8.724
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M10;23.271
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M09;45.314
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M08;152.005
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M07;92.415
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M06;39.934
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M05;22.502
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M04;23.557
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M03;23.420
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M02;6.791
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2018M01;6.194
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M12;7.585
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M11;6.286
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M10;24.203
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M09;37.091
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M08;162.293
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M07;120.966
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M06;41.379
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M05;22.897
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M04;42.598
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M03;7.311
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M02;6.341
15 Navarra, Comunidad Foral de;Pernoctaciones;Total;2017M01;5.008
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2023M02;6.573
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2023M01;6.516
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M12;3.148
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M11;10.659
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M10;47.048
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M09;61.807
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M08;185.317
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M07;135.984
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M06;77.877
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M05;50.456
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M04;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M03;18.152
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M02;4.281
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2022M01;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M12;3.010
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M11;9.714
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M10;51.504
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M09;65.835
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M08;192.184
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M07;140.847
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M06;61.730
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M05;36.067
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M04;31.416
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M03;15.392
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M02;6.102
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2021M01;1.305
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M12;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M11;4.015
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M10;20.457
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M09;45.457
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M08;157.612
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M07;107.330
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M06;32.287
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M05;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M04;0
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M03;4.043
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M02;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2020M01;5.127
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M12;5.567
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M11;7.089
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M10;22.287
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M09;39.883
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M08;161.582
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M07;88.151
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M06;44.202
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M05;24.831
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M04;38.917
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M03;20.400
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M02;9.845
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2019M01;7.010
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M12;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M11;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M10;18.948
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M09;37.369
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M08;131.525
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M07;78.836
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M06;32.658
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M05;15.177
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M04;19.722
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M03;22.605
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M02;6.181
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2018M01;5.513
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M12;7.110
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M11;5.413
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M10;20.036
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M09;24.872
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M08;139.439
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M07;100.797
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M06;34.839
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M05;15.297
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M04;38.620
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M03;6.487
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M02;5.825
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en España;2017M01;4.719
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2023M02;297
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2023M01;132
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M12;200
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M11;999
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M10;5.284
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M09;11.106
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M08;18.696
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M07;12.338
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M06;7.669
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M05;10.111
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M04;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M03;832
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M02;286
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2022M01;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M12;475
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M11;912
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M10;5.486
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M09;7.068
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M08;9.123
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M07;5.379
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M06;2.133
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M05;869
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M04;494
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M03;330
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M02;0
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2021M01;0
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M12;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M11;187
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M10;951
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M09;2.995
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M08;3.781
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M07;4.780
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M06;740
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M05;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M04;0
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M03;264
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M02;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2020M01;303
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M12;146
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M11;510
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M10;5.105
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M09;9.538
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M08;21.800
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M07;13.233
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M06;8.054
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M05;6.273
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M04;3.415
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M03;1.190
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M02;607
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2019M01;388
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M12;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M11;.
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M10;4.323
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M09;7.944
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M08;20.480
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M07;13.580
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M06;7.275
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M05;7.325
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M04;3.835
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M03;815
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M02;609
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2018M01;680
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M12;476
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M11;874
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M10;4.167
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M09;12.219
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M08;22.854
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M07;20.170
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M06;6.539
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M05;7.600
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M04;3.977
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M03;824
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M02;516
15 Navarra, Comunidad Foral de;Pernoctaciones;Residentes en el Extranjero;2017M01;289
16 País Vasco;Viajero;Total;2023M02;4.164
16 País Vasco;Viajero;Total;2023M01;2.760
16 País Vasco;Viajero;Total;2022M12;4.673
16 País Vasco;Viajero;Total;2022M11;5.405
16 País Vasco;Viajero;Total;2022M10;21.916
16 País Vasco;Viajero;Total;2022M09;36.597
16 País Vasco;Viajero;Total;2022M08;72.120
16 País Vasco;Viajero;Total;2022M07;68.073
16 País Vasco;Viajero;Total;2022M06;36.240
16 País Vasco;Viajero;Total;2022M05;28.275
16 País Vasco;Viajero;Total;2022M04;23.200
16 País Vasco;Viajero;Total;2022M03;10.275
16 País Vasco;Viajero;Total;2022M02;3.974
16 País Vasco;Viajero;Total;2022M01;2.534
16 País Vasco;Viajero;Total;2021M12;4.038
16 País Vasco;Viajero;Total;2021M11;4.893
16 País Vasco;Viajero;Total;2021M10;21.239
16 País Vasco;Viajero;Total;2021M09;35.309
16 País Vasco;Viajero;Total;2021M08;75.527
16 País Vasco;Viajero;Total;2021M07;51.585
16 País Vasco;Viajero;Total;2021M06;22.959
16 País Vasco;Viajero;Total;2021M05;9.899
16 País Vasco;Viajero;Total;2021M04;12.932
16 País Vasco;Viajero;Total;2021M03;8.180
16 País Vasco;Viajero;Total;2021M02;472
16 País Vasco;Viajero;Total;2021M01;411
16 País Vasco;Viajero;Total;2020M12;462
16 País Vasco;Viajero;Total;2020M11;680
16 País Vasco;Viajero;Total;2020M10;5.197
16 País Vasco;Viajero;Total;2020M09;17.563
16 País Vasco;Viajero;Total;2020M08;40.932
16 País Vasco;Viajero;Total;2020M07;38.321
16 País Vasco;Viajero;Total;2020M06;12.484
16 País Vasco;Viajero;Total;2020M05;1.211
16 País Vasco;Viajero;Total;2020M04;0
16 País Vasco;Viajero;Total;2020M03;1.268
16 País Vasco;Viajero;Total;2020M02;4.575
16 País Vasco;Viajero;Total;2020M01;2.963
16 País Vasco;Viajero;Total;2019M12;5.256
16 País Vasco;Viajero;Total;2019M11;5.131
16 País Vasco;Viajero;Total;2019M10;14.743
16 País Vasco;Viajero;Total;2019M09;33.601
16 País Vasco;Viajero;Total;2019M08;76.090
16 País Vasco;Viajero;Total;2019M07;56.107
16 País Vasco;Viajero;Total;2019M06;33.617
16 País Vasco;Viajero;Total;2019M05;17.260
16 País Vasco;Viajero;Total;2019M04;18.601
16 País Vasco;Viajero;Total;2019M03;8.160
16 País Vasco;Viajero;Total;2019M02;2.322
16 País Vasco;Viajero;Total;2019M01;1.096
16 País Vasco;Viajero;Total;2018M12;2.342
16 País Vasco;Viajero;Total;2018M11;4.671
16 País Vasco;Viajero;Total;2018M10;14.289
16 País Vasco;Viajero;Total;2018M09;34.852
16 País Vasco;Viajero;Total;2018M08;78.058
16 País Vasco;Viajero;Total;2018M07;53.785
16 País Vasco;Viajero;Total;2018M06;24.389
16 País Vasco;Viajero;Total;2018M05;18.635
16 País Vasco;Viajero;Total;2018M04;12.921
16 País Vasco;Viajero;Total;2018M03;7.788
16 País Vasco;Viajero;Total;2018M02;1.364
16 País Vasco;Viajero;Total;2018M01;1.115
16 País Vasco;Viajero;Total;2017M12;2.656
16 País Vasco;Viajero;Total;2017M11;2.907
16 País Vasco;Viajero;Total;2017M10;13.921
16 País Vasco;Viajero;Total;2017M09;26.758
16 País Vasco;Viajero;Total;2017M08;73.817
16 País Vasco;Viajero;Total;2017M07;55.385
16 País Vasco;Viajero;Total;2017M06;26.730
16 País Vasco;Viajero;Total;2017M05;17.023
16 País Vasco;Viajero;Total;2017M04;18.353
16 País Vasco;Viajero;Total;2017M03;3.961
16 País Vasco;Viajero;Total;2017M02;1.858
16 País Vasco;Viajero;Total;2017M01;1.152
16 País Vasco;Viajero;Residentes en España;2023M02;1.353
16 País Vasco;Viajero;Residentes en España;2023M01;893
16 País Vasco;Viajero;Residentes en España;2022M12;2.227
16 País Vasco;Viajero;Residentes en España;2022M11;2.855
16 País Vasco;Viajero;Residentes en España;2022M10;7.604
16 País Vasco;Viajero;Residentes en España;2022M09;11.754
16 País Vasco;Viajero;Residentes en España;2022M08;32.990
16 País Vasco;Viajero;Residentes en España;2022M07;29.846
16 País Vasco;Viajero;Residentes en España;2022M06;15.583
16 País Vasco;Viajero;Residentes en España;2022M05;9.848
16 País Vasco;Viajero;Residentes en España;2022M04;11.770
16 País Vasco;Viajero;Residentes en España;2022M03;2.921
16 País Vasco;Viajero;Residentes en España;2022M02;2.049
16 País Vasco;Viajero;Residentes en España;2022M01;1.267
16 País Vasco;Viajero;Residentes en España;2021M12;2.171
16 País Vasco;Viajero;Residentes en España;2021M11;2.771
16 País Vasco;Viajero;Residentes en España;2021M10;10.326
16 País Vasco;Viajero;Residentes en España;2021M09;14.996
16 País Vasco;Viajero;Residentes en España;2021M08;51.068
16 País Vasco;Viajero;Residentes en España;2021M07;34.424
16 País Vasco;Viajero;Residentes en España;2021M06;17.948
16 País Vasco;Viajero;Residentes en España;2021M05;7.236
16 País Vasco;Viajero;Residentes en España;2021M04;9.975
16 País Vasco;Viajero;Residentes en España;2021M03;7.284
16 País Vasco;Viajero;Residentes en España;2021M02;363
16 País Vasco;Viajero;Residentes en España;2021M01;316
16 País Vasco;Viajero;Residentes en España;2020M12;288
16 País Vasco;Viajero;Residentes en España;2020M11;491
16 País Vasco;Viajero;Residentes en España;2020M10;3.194
16 País Vasco;Viajero;Residentes en España;2020M09;13.709
16 País Vasco;Viajero;Residentes en España;2020M08;31.034
16 País Vasco;Viajero;Residentes en España;2020M07;28.344
16 País Vasco;Viajero;Residentes en España;2020M06;11.309
16 País Vasco;Viajero;Residentes en España;2020M05;.
16 País Vasco;Viajero;Residentes en España;2020M04;0
16 País Vasco;Viajero;Residentes en España;2020M03;1.058
16 País Vasco;Viajero;Residentes en España;2020M02;2.447
16 País Vasco;Viajero;Residentes en España;2020M01;1.081
16 País Vasco;Viajero;Residentes en España;2019M12;3.074
16 País Vasco;Viajero;Residentes en España;2019M11;2.643
