Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2020M02;101.944
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2020M01;76.650
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M12;100.959
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M11;100.670
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M10;263.305
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M09;394.341
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M08;617.924
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M07;532.136
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M06;357.466
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M05;297.107
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M04;249.530
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M03;132.817
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M02;88.374
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2019M01;70.344
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M12;87.034
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M11;93.170
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M10;278.955
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M09;377.760
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M08;622.092
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M07;536.291
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M06;338.370
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M05;321.610
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M04;224.904
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M03;152.348
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M02;97.121
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2018M01;76.782
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M12;83.176
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M11;96.934
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M10;273.454
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M09;368.145
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M08;561.000
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M07;487.493
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M06;306.784
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M05;269.112
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M04;232.338
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M03;116.179
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M02;91.185
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M01;72.150
01 Andalucía;Viajero;Total;2023M11;28.439
01 Andalucía;Viajero;Total;2023M10;36.491
01 Andalucía;Viajero;Total;2023M09;40.457
01 Andalucía;Viajero;Total;2023M08;58.729
01 Andalucía;Viajero;Total;2023M07;54.689
01 Andalucía;Viajero;Total;2023M06;40.275
01 Andalucía;Viajero;Total;2023M05;36.040
01 Andalucía;Viajero;Total;2023M04;41.407
01 Andalucía;Viajero;Total;2023M03;28.383
01 Andalucía;Viajero;Total;2023M02;25.613
01 Andalucía;Viajero;Total;2023M01;21.993
01 Andalucía;Viajero;Total;2022M12;30.528
01 Andalucía;Viajero;Total;2022M11;24.285
01 Andalucía;Viajero;Total;2022M10;34.801
01 Andalucía;Viajero;Total;2022M09;38.216
01 Andalucía;Viajero;Total;2022M08;57.281
01 Andalucía;Viajero;Total;2022M07;52.010
01 Andalucía;Viajero;Total;2022M06;34.402
01 Andalucía;Viajero;Total;2022M05;30.951
01 Andalucía;Viajero;Total;2022M04;37.771
01 Andalucía;Viajero;Total;2022M03;21.331
01 Andalucía;Viajero;Total;2022M02;23.814
01 Andalucía;Viajero;Total;2022M01;14.510
01 Andalucía;Viajero;Total;2021M12;29.410
01 Andalucía;Viajero;Total;2021M11;24.505
01 Andalucía;Viajero;Total;2021M10;36.498
01 Andalucía;Viajero;Total;2021M09;34.456
01 Andalucía;Viajero;Total;2021M08;56.538
01 Andalucía;Viajero;Total;2021M07;46.103
01 Andalucía;Viajero;Total;2021M06;26.814
01 Andalucía;Viajero;Total;2021M05;15.915
01 Andalucía;Viajero;Total;2021M04;10.013
01 Andalucía;Viajero;Total;2021M03;7.807
01 Andalucía;Viajero;Total;2021M02;2.381
01 Andalucía;Viajero;Total;2021M01;2.971
01 Andalucía;Viajero;Total;2020M12;6.134
01 Andalucía;Viajero;Total;2020M11;1.663
01 Andalucía;Viajero;Total;2020M10;14.781
01 Andalucía;Viajero;Total;2020M09;22.431
01 Andalucía;Viajero;Total;2020M08;50.098
01 Andalucía;Viajero;Total;2020M07;42.050
01 Andalucía;Viajero;Total;2020M06;17.418
01 Andalucía;Viajero;Total;2020M05;1.360
01 Andalucía;Viajero;Total;2020M04;.
01 Andalucía;Viajero;Total;2020M03;4.505
01 Andalucía;Viajero;Total;2020M02;21.037
01 Andalucía;Viajero;Total;2020M01;14.610
01 Andalucía;Viajero;Total;2019M12;34.376
01 Andalucía;Viajero;Total;2019M11;28.804
01 Andalucía;Viajero;Total;2019M10;35.329
01 Andalucía;Viajero;Total;2019M09;35.368
01 Andalucía;Viajero;Total;2019M08;58.627
01 Andalucía;Viajero;Total;2019M07;48.964
01 Andalucía;Viajero;Total;2019M06;36.337
01 Andalucía;Viajero;Total;2019M05;29.646
01 Andalucía;Viajero;Total;2019M04;33.437
01 Andalucía;Viajero;Total;2019M03;20.037
01 Andalucía;Viajero;Total;2019M02;19.392
01 Andalucía;Viajero;Total;2019M01;12.736
01 Andalucía;Viajero;Total;2018M12;31.234
01 Andalucía;Viajero;Total;2018M11;25.416
01 Andalucía;Viajero;Total;2018M10;36.053
01 Andalucía;Viajero;Total;2018M09;35.704
01 Andalucía;Viajero;Total;2018M08;53.132
01 Andalucía;Viajero;Total;2018M07;41.577
01 Andalucía;Viajero;Total;2018M06;33.729
01 Andalucía;Viajero;Total;2018M05;31.529
01 Andalucía;Viajero;Total;2018M04;27.006
01 Andalucía;Viajero;Total;2018M03;26.000
01 Andalucía;Viajero;Total;2018M02;16.000
01 Andalucía;Viajero;Total;2018M01;12.042
01 Andalucía;Viajero;Total;2017M12;31.431
01 Andalucía;Viajero;Total;2017M11;22.315
01 Andalucía;Viajero;Total;2017M10;32.169
01 Andalucía;Viajero;Total;2017M09;36.373
01 Andalucía;Viajero;Total;2017M08;46.472
01 Andalucía;Viajero;Total;2017M07;36.999
01 Andalucía;Viajero;Total;2017M06;30.865
01 Andalucía;Viajero;Total;2017M05;26.067
01 Andalucía;Viajero;Total;2017M04;31.733
01 Andalucía;Viajero;Total;2017M03;17.394
01 Andalucía;Viajero;Total;2017M02;16.726
01 Andalucía;Viajero;Total;2017M01;10.857
01 Andalucía;Viajero;Residentes en España;2023M11;20.800
01 Andalucía;Viajero;Residentes en España;2023M10;20.519
01 Andalucía;Viajero;Residentes en España;2023M09;23.799
01 Andalucía;Viajero;Residentes en España;2023M08;38.344
01 Andalucía;Viajero;Residentes en España;2023M07;34.510
01 Andalucía;Viajero;Residentes en España;2023M06;25.691
01 Andalucía;Viajero;Residentes en España;2023M05;18.770
01 Andalucía;Viajero;Residentes en España;2023M04;25.756
01 Andalucía;Viajero;Residentes en España;2023M03;18.969
01 Andalucía;Viajero;Residentes en España;2023M02;19.993
01 Andalucía;Viajero;Residentes en España;2023M01;17.977
01 Andalucía;Viajero;Residentes en España;2022M12;27.576
01 Andalucía;Viajero;Residentes en España;2022M11;19.944
01 Andalucía;Viajero;Residentes en España;2022M10;23.903
01 Andalucía;Viajero;Residentes en España;2022M09;25.031
01 Andalucía;Viajero;Residentes en España;2022M08;40.524
01 Andalucía;Viajero;Residentes en España;2022M07;36.149
01 Andalucía;Viajero;Residentes en España;2022M06;23.157
01 Andalucía;Viajero;Residentes en España;2022M05;18.585
01 Andalucía;Viajero;Residentes en España;2022M04;25.933
01 Andalucía;Viajero;Residentes en España;2022M03;14.711
01 Andalucía;Viajero;Residentes en España;2022M02;19.369
01 Andalucía;Viajero;Residentes en España;2022M01;11.325
01 Andalucía;Viajero;Residentes en España;2021M12;25.629
01 Andalucía;Viajero;Residentes en España;2021M11;19.059
01 Andalucía;Viajero;Residentes en España;2021M10;26.317
01 Andalucía;Viajero;Residentes en España;2021M09;24.062
01 Andalucía;Viajero;Residentes en España;2021M08;46.533
01 Andalucía;Viajero;Residentes en España;2021M07;38.116
01 Andalucía;Viajero;Residentes en España;2021M06;23.744
01 Andalucía;Viajero;Residentes en España;2021M05;13.923
01 Andalucía;Viajero;Residentes en España;2021M04;9.180
01 Andalucía;Viajero;Residentes en España;2021M03;7.209
01 Andalucía;Viajero;Residentes en España;2021M02;2.143
01 Andalucía;Viajero;Residentes en España;2021M01;2.739
01 Andalucía;Viajero;Residentes en España;2020M12;5.604
01 Andalucía;Viajero;Residentes en España;2020M11;.
01 Andalucía;Viajero;Residentes en España;2020M10;13.625
01 Andalucía;Viajero;Residentes en España;2020M09;20.925
01 Andalucía;Viajero;Residentes en España;2020M08;44.156
01 Andalucía;Viajero;Residentes en España;2020M07;37.603
01 Andalucía;Viajero;Residentes en España;2020M06;17.186
01 Andalucía;Viajero;Residentes en España;2020M05;.
01 Andalucía;Viajero;Residentes en España;2020M04;.
01 Andalucía;Viajero;Residentes en España;2020M03;3.141
01 Andalucía;Viajero;Residentes en España;2020M02;17.857
01 Andalucía;Viajero;Residentes en España;2020M01;12.276
01 Andalucía;Viajero;Residentes en España;2019M12;30.557
01 Andalucía;Viajero;Residentes en España;2019M11;23.687
01 Andalucía;Viajero;Residentes en España;2019M10;21.544
01 Andalucía;Viajero;Residentes en España;2019M09;19.335
01 Andalucía;Viajero;Residentes en España;2019M08;35.750
01 Andalucía;Viajero;Residentes en España;2019M07;29.617
01 Andalucía;Viajero;Residentes en España;2019M06;20.492
01 Andalucía;Viajero;Residentes en España;2019M05;14.263
01 Andalucía;Viajero;Residentes en España;2019M04;19.930
01 Andalucía;Viajero;Residentes en España;2019M03;14.610
01 Andalucía;Viajero;Residentes en España;2019M02;15.454
01 Andalucía;Viajero;Residentes en España;2019M01;9.933
01 Andalucía;Viajero;Residentes en España;2018M12;28.030
01 Andalucía;Viajero;Residentes en España;2018M11;20.524
01 Andalucía;Viajero;Residentes en España;2018M10;19.931
01 Andalucía;Viajero;Residentes en España;2018M09;18.944
01 Andalucía;Viajero;Residentes en España;2018M08;32.099
01 Andalucía;Viajero;Residentes en España;2018M07;22.288
01 Andalucía;Viajero;Residentes en España;2018M06;19.228
01 Andalucía;Viajero;Residentes en España;2018M05;14.307
01 Andalucía;Viajero;Residentes en España;2018M04;14.696
01 Andalucía;Viajero;Residentes en España;2018M03;19.106
01 Andalucía;Viajero;Residentes en España;2018M02;13.217
01 Andalucía;Viajero;Residentes en España;2018M01;9.661
01 Andalucía;Viajero;Residentes en España;2017M12;28.435
01 Andalucía;Viajero;Residentes en España;2017M11;17.069
01 Andalucía;Viajero;Residentes en España;2017M10;17.667
01 Andalucía;Viajero;Residentes en España;2017M09;18.048
01 Andalucía;Viajero;Residentes en España;2017M08;27.471
01 Andalucía;Viajero;Residentes en España;2017M07;19.739
01 Andalucía;Viajero;Residentes en España;2017M06;16.962
01 Andalucía;Viajero;Residentes en España;2017M05;12.006
01 Andalucía;Viajero;Residentes en España;2017M04;19.212
01 Andalucía;Viajero;Residentes en España;2017M03;13.467
01 Andalucía;Viajero;Residentes en España;2017M02;14.195
01 Andalucía;Viajero;Residentes en España;2017M01;9.139
01 Andalucía;Viajero;Residentes en el Extranjero;2023M11;7.639
01 Andalucía;Viajero;Residentes en el Extranjero;2023M10;15.971
01 Andalucía;Viajero;Residentes en el Extranjero;2023M09;16.658
01 Andalucía;Viajero;Residentes en el Extranjero;2023M08;20.385
01 Andalucía;Viajero;Residentes en el Extranjero;2023M07;20.179
01 Andalucía;Viajero;Residentes en el Extranjero;2023M06;14.584
01 Andalucía;Viajero;Residentes en el Extranjero;2023M05;17.269
01 Andalucía;Viajero;Residentes en el Extranjero;2023M04;15.651
01 Andalucía;Viajero;Residentes en el Extranjero;2023M03;9.414
01 Andalucía;Viajero;Residentes en el Extranjero;2023M02;5.620
01 Andalucía;Viajero;Residentes en el Extranjero;2023M01;4.016
01 Andalucía;Viajero;Residentes en el Extranjero;2022M12;2.953
01 Andalucía;Viajero;Residentes en el Extranjero;2022M11;4.341
01 Andalucía;Viajero;Residentes en el Extranjero;2022M10;10.898
01 Andalucía;Viajero;Residentes en el Extranjero;2022M09;13.185
01 Andalucía;Viajero;Residentes en el Extranjero;2022M08;16.758
01 Andalucía;Viajero;Residentes en el Extranjero;2022M07;15.861
01 Andalucía;Viajero;Residentes en el Extranjero;2022M06;11.244
01 Andalucía;Viajero;Residentes en el Extranjero;2022M05;12.366
01 Andalucía;Viajero;Residentes en el Extranjero;2022M04;11.839
01 Andalucía;Viajero;Residentes en el Extranjero;2022M03;6.620
01 Andalucía;Viajero;Residentes en el Extranjero;2022M02;4.445
01 Andalucía;Viajero;Residentes en el Extranjero;2022M01;3.185
01 Andalucía;Viajero;Residentes en el Extranjero;2021M12;3.780
01 Andalucía;Viajero;Residentes en el Extranjero;2021M11;5.446
01 Andalucía;Viajero;Residentes en el Extranjero;2021M10;10.181
01 Andalucía;Viajero;Residentes en el Extranjero;2021M09;10.394
01 Andalucía;Viajero;Residentes en el Extranjero;2021M08;10.005
01 Andalucía;Viajero;Residentes en el Extranjero;2021M07;7.987
01 Andalucía;Viajero;Residentes en el Extranjero;2021M06;3.071
01 Andalucía;Viajero;Residentes en el Extranjero;2021M05;1.992
01 Andalucía;Viajero;Residentes en el Extranjero;2021M04;834
01 Andalucía;Viajero;Residentes en el Extranjero;2021M03;598
01 Andalucía;Viajero;Residentes en el Extranjero;2021M02;238
01 Andalucía;Viajero;Residentes en el Extranjero;2021M01;232
01 Andalucía;Viajero;Residentes en el Extranjero;2020M12;530
01 Andalucía;Viajero;Residentes en el Extranjero;2020M11;.
01 Andalucía;Viajero;Residentes en el Extranjero;2020M10;1.157
01 Andalucía;Viajero;Residentes en el Extranjero;2020M09;1.507
01 Andalucía;Viajero;Residentes en el Extranjero;2020M08;5.942
01 Andalucía;Viajero;Residentes en el Extranjero;2020M07;4.446
01 Andalucía;Viajero;Residentes en el Extranjero;2020M06;233
01 Andalucía;Viajero;Residentes en el Extranjero;2020M05;.
01 Andalucía;Viajero;Residentes en el Extranjero;2020M04;.
01 Andalucía;Viajero;Residentes en el Extranjero;2020M03;1.364
01 Andalucía;Viajero;Residentes en el Extranjero;2020M02;3.179
01 Andalucía;Viajero;Residentes en el Extranjero;2020M01;2.333
01 Andalucía;Viajero;Residentes en el Extranjero;2019M12;3.819
01 Andalucía;Viajero;Residentes en el Extranjero;2019M11;5.117
01 Andalucía;Viajero;Residentes en el Extranjero;2019M10;13.785
01 Andalucía;Viajero;Residentes en el Extranjero;2019M09;16.033
01 Andalucía;Viajero;Residentes en el Extranjero;2019M08;22.877
01 Andalucía;Viajero;Residentes en el Extranjero;2019M07;19.346
01 Andalucía;Viajero;Residentes en el Extranjero;2019M06;15.846
01 Andalucía;Viajero;Residentes en el Extranjero;2019M05;15.383
01 Andalucía;Viajero;Residentes en el Extranjero;2019M04;13.507
01 Andalucía;Viajero;Residentes en el Extranjero;2019M03;5.427
01 Andalucía;Viajero;Residentes en el Extranjero;2019M02;3.938
01 Andalucía;Viajero;Residentes en el Extranjero;2019M01;2.803
01 Andalucía;Viajero;Residentes en el Extranjero;2018M12;3.204
01 Andalucía;Viajero;Residentes en el Extranjero;2018M11;4.892
01 Andalucía;Viajero;Residentes en el Extranjero;2018M10;16.122
01 Andalucía;Viajero;Residentes en el Extranjero;2018M09;16.760
01 Andalucía;Viajero;Residentes en el Extranjero;2018M08;21.033
01 Andalucía;Viajero;Residentes en el Extranjero;2018M07;19.288
01 Andalucía;Viajero;Residentes en el Extranjero;2018M06;14.501
01 Andalucía;Viajero;Residentes en el Extranjero;2018M05;17.222
01 Andalucía;Viajero;Residentes en el Extranjero;2018M04;12.310
01 Andalucía;Viajero;Residentes en el Extranjero;2018M03;6.895
01 Andalucía;Viajero;Residentes en el Extranjero;2018M02;2.784
01 Andalucía;Viajero;Residentes en el Extranjero;2018M01;2.381
01 Andalucía;Viajero;Residentes en el Extranjero;2017M12;2.996
01 Andalucía;Viajero;Residentes en el Extranjero;2017M11;5.246
01 Andalucía;Viajero;Residentes en el Extranjero;2017M10;14.502
01 Andalucía;Viajero;Residentes en el Extranjero;2017M09;18.326
01 Andalucía;Viajero;Residentes en el Extranjero;2017M08;19.001
01 Andalucía;Viajero;Residentes en el Extranjero;2017M07;17.260
01 Andalucía;Viajero;Residentes en el Extranjero;2017M06;13.903
01 Andalucía;Viajero;Residentes en el Extranjero;2017M05;14.061
01 Andalucía;Viajero;Residentes en el Extranjero;2017M04;12.522
01 Andalucía;Viajero;Residentes en el Extranjero;2017M03;3.926
01 Andalucía;Viajero;Residentes en el Extranjero;2017M02;2.530
01 Andalucía;Viajero;Residentes en el Extranjero;2017M01;1.719
01 Andalucía;Pernoctaciones;Total;2023M11;71.691
01 Andalucía;Pernoctaciones;Total;2023M10;119.299
01 Andalucía;Pernoctaciones;Total;2023M09;137.595
01 Andalucía;Pernoctaciones;Total;2023M08;256.781
01 Andalucía;Pernoctaciones;Total;2023M07;215.562
01 Andalucía;Pernoctaciones;Total;2023M06;125.453
01 Andalucía;Pernoctaciones;Total;2023M05;108.040
01 Andalucía;Pernoctaciones;Total;2023M04;123.258
01 Andalucía;Pernoctaciones;Total;2023M03;74.453
01 Andalucía;Pernoctaciones;Total;2023M02;67.318
01 Andalucía;Pernoctaciones;Total;2023M01;58.666
01 Andalucía;Pernoctaciones;Total;2022M12;79.308
01 Andalucía;Pernoctaciones;Total;2022M11;58.087
01 Andalucía;Pernoctaciones;Total;2022M10;99.890
01 Andalucía;Pernoctaciones;Total;2022M09;122.798
01 Andalucía;Pernoctaciones;Total;2022M08;255.913
